method,mode,edit,first_prefix,last_prefix,stratum,role_stable,metric,retention_eligible,first,last,change
W1,R0,104,4,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W1,R0,104,4,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W01,R0,104,4,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W01,R0,104,4,16,cross_family_confirmation,True,base_correct_damage,True,,,
W01,R0,104,4,16,cross_family_confirmation,True,fpr,True,,,
W01,R0,104,4,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W01,R0,104,4,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
BE,R0,104,4,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
BE,R0,104,4,16,cross_family_confirmation,True,base_correct_damage,True,,,
BE,R0,104,4,16,cross_family_confirmation,True,fpr,True,,,
BE,R0,104,4,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
BE,R0,104,4,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W0,R0,104,4,16,H,True,semantic,True,1.0,1.0,0.0
W0,R0,104,4,16,H,True,base_correct_damage,True,0.0,0.0,0.0
W0,R0,104,4,16,H,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,H,True,other_expert_correct,True,,,
W0,R0,104,4,16,H,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
W1,R0,104,4,16,H,True,semantic,True,1.0,1.0,0.0
W1,R0,104,4,16,H,True,base_correct_damage,True,0.0,0.0,0.0
W1,R0,104,4,16,H,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,H,True,other_expert_correct,True,,,
W1,R0,104,4,16,H,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
W01,R0,104,4,16,H,True,semantic,True,1.0,1.0,0.0
W01,R0,104,4,16,H,True,base_correct_damage,True,0.0,0.0,0.0
W01,R0,104,4,16,H,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,H,True,other_expert_correct,True,,,
W01,R0,104,4,16,H,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
BE,R0,104,4,16,H,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,H,True,base_correct_damage,True,1.0,1.0,0.0
BE,R0,104,4,16,H,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,H,True,other_expert_correct,True,,,
BE,R0,104,4,16,H,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W0,R0,104,4,16,H,True,semantic,True,0.0,1.0,1.0
W0,R0,104,4,16,H,True,base_correct_damage,True,,,
W0,R0,104,4,16,H,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,H,True,other_expert_correct,True,,,
W0,R0,104,4,16,H,True,wrong_given_on_base_correct,True,,,
W1,R0,104,4,16,H,True,semantic,True,0.0,0.0,0.0
W1,R0,104,4,16,H,True,base_correct_damage,True,,,
W1,R0,104,4,16,H,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,H,True,other_expert_correct,True,,,
W1,R0,104,4,16,H,True,wrong_given_on_base_correct,True,,,
W01,R0,104,4,16,H,True,semantic,True,0.0,0.0,0.0
W01,R0,104,4,16,H,True,base_correct_damage,True,,,
W01,R0,104,4,16,H,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,H,True,other_expert_correct,True,,,
W01,R0,104,4,16,H,True,wrong_given_on_base_correct,True,,,
BE,R0,104,4,16,H,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,H,True,base_correct_damage,True,,,
BE,R0,104,4,16,H,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,H,True,other_expert_correct,True,,,
BE,R0,104,4,16,H,True,wrong_given_on_base_correct,True,,,
W0,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,,,
W0,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W1,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,,,
W1,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W01,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,,,
W01,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,,,
BE,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W0,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,,,
W0,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W1,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,,,
W1,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W01,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,,,
W01,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,,,
BE,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W0,R0,104,4,16,U,True,semantic,True,1.0,0.0,-1.0
W0,R0,104,4,16,U,True,base_correct_damage,True,0.0,1.0,1.0
W0,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,0.0,1.0,1.0
W1,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,,,
W0,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W1,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,,,
W1,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W01,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,,,
W01,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,,,
BE,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W0,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,fpr,True,0.0,1.0,1.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,0.0,
W1,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,fpr,True,0.0,1.0,1.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,0.0,
W01,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,fpr,True,0.0,1.0,1.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,0.0,
BE,R0,104,4,16,U,True,semantic,True,1.0,0.0,-1.0
BE,R0,104,4,16,U,True,base_correct_damage,True,0.0,1.0,1.0
BE,R0,104,4,16,U,True,fpr,True,0.0,1.0,1.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,1.0,
W0,R0,104,4,16,U,True,semantic,True,1.0,0.0,-1.0
W0,R0,104,4,16,U,True,base_correct_damage,True,0.0,1.0,1.0
W0,R0,104,4,16,U,True,fpr,True,0.0,1.0,1.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,1.0,
W1,R0,104,4,16,U,True,semantic,True,1.0,0.0,-1.0
W1,R0,104,4,16,U,True,base_correct_damage,True,0.0,1.0,1.0
W1,R0,104,4,16,U,True,fpr,True,0.0,1.0,1.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,1.0,
W01,R0,104,4,16,U,True,semantic,True,1.0,0.0,-1.0
W01,R0,104,4,16,U,True,base_correct_damage,True,0.0,1.0,1.0
W01,R0,104,4,16,U,True,fpr,True,0.0,1.0,1.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,1.0,
BE,R0,104,4,16,U,True,semantic,True,1.0,0.0,-1.0
BE,R0,104,4,16,U,True,base_correct_damage,True,0.0,1.0,1.0
BE,R0,104,4,16,U,True,fpr,True,0.0,1.0,1.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,1.0,
W0,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,semantic,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,,,
W0,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W1,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,,,
W1,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W01,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,,,
W01,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,,,
BE,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W0,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,,,
W0,R0,104,4,16,U,True,fpr,True,1.0,0.0,-1.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W1,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,,,
W1,R0,104,4,16,U,True,fpr,True,1.0,0.0,-1.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W01,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,,,
W01,R0,104,4,16,U,True,fpr,True,1.0,0.0,-1.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,,,
BE,R0,104,4,16,U,True,fpr,True,1.0,0.0,-1.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,,,
W0,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W0,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W0,R0,104,4,16,U,True,other_expert_correct,True,,,
W0,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W1,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W1,R0,104,4,16,U,True,other_expert_correct,True,,,
W1,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
W01,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
W01,R0,104,4,16,U,True,other_expert_correct,True,,,
W01,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,semantic,True,0.0,0.0,0.0
BE,R0,104,4,16,U,True,base_correct_damage,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,fpr,True,1.0,1.0,0.0
BE,R0,104,4,16,U,True,other_expert_correct,True,,,
BE,R0,104,4,16,U,True,wrong_given_on_base_correct,True,1.0,1.0,0.0
W0,R0,105,8,16,T0,True,semantic,True,1.0,1.0,0.0
W0,R0,105,8,16,T0,True,base_correct_damage,True,,,
W0,R0,105,8,16,T0,True,fpr,True,,,
W0,R0,105,8,16,T0,True,other_expert_correct,True,0.0,0.0,0.0
W0,R0,105,8,16,T0,True,wrong_given_on_base_correct,True,,,
W1,R0,105,8,16,T0,True,semantic,True,1.0,1.0,0.0
W1,R0,105,8,16,T0,True,base_correct_damage,True,,,
W1,R0,105,8,16,T0,True,fpr,True,,,
W1,R0,105,8,16,T0,True,other_expert_correct,True,0.0,0.0,0.0
W1,R0,105,8,16,T0,True,wrong_given_on_base_correct,True,,,
W01,R0,105,8,16,T0,True,semantic,True,1.0,1.0,0.0
W01,R0,105,8,16,T0,True,base_correct_damage,True,,,
W01,R0,105,8,16,T0,True,fpr,True,,,
W01,R0,105,8,16,T0,True,other_expert_correct,True,0.0,0.0,0.0
W01,R0,105,8,16,T0,True,wrong_given_on_base_correct,True,,,
BE,R0,105,8,16,T0,True,semantic,True,1.0,1.0,0.0
BE,R0,105,8,16,T0,True,base_correct_damage,True,,,
BE,R0,105,8,16,T0,True,fpr,True,,,
BE,R0,105,8,16,T0,True,other_expert_correct,True,0.0,0.0,0.0
BE,R0,105,8,16,T0,True,wrong_given_on_base_correct,True,,,
W0,R0,105,8,16,source_style_confirmation,True,semantic,True,1.0,1.0,0.0
W0,R0,105,8,16,source_style_confirmation,True,base_correct_damage,True,,,
W0,R0,105,8,16,source_style_confirmation,True,fpr,True,,,
W0,R0,105,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W0,R0,105,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
W1,R0,105,8,16,source_style_confirmation,True,semantic,True,1.0,1.0,0.0
W1,R0,105,8,16,source_style_confirmation,True,base_correct_damage,True,,,
W1,R0,105,8,16,source_style_confirmation,True,fpr,True,,,
W1,R0,105,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W1,R0,105,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
W01,R0,105,8,16,source_style_confirmation,True,semantic,True,1.0,1.0,0.0
W01,R0,105,8,16,source_style_confirmation,True,base_correct_damage,True,,,
W01,R0,105,8,16,source_style_confirmation,True,fpr,True,,,
W01,R0,105,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W01,R0,105,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
BE,R0,105,8,16,source_style_confirmation,True,semantic,True,1.0,1.0,0.0
BE,R0,105,8,16,source_style_confirmation,True,base_correct_damage,True,,,
BE,R0,105,8,16,source_style_confirmation,True,fpr,True,,,
BE,R0,105,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
BE,R0,105,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
W0,R0,105,8,16,source_style_confirmation,True,semantic,True,1.0,1.0,0.0
W0,R0,105,8,16,source_style_confirmation,True,base_correct_damage,True,,,
W0,R0,105,8,16,source_style_confirmation,True,fpr,True,,,
W0,R0,105,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W0,R0,105,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
W1,R0,105,8,16,source_style_confirmation,True,semantic,True,1.0,1.0,0.0
W1,R0,105,8,16,source_style_confirmation,True,base_correct_damage,True,,,
W1,R0,105,8,16,source_style_confirmation,True,fpr,True,,,
W1,R0,105,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W1,R0,105,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
W01,R0,105,8,16,source_style_confirmation,True,semantic,True,1.0,1.0,0.0
W01,R0,105,8,16,source_style_confirmation,True,base_correct_damage,True,,,
W01,R0,105,8,16,source_style_confirmation,True,fpr,True,,,
W01,R0,105,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W01,R0,105,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
BE,R0,105,8,16,source_style_confirmation,True,semantic,True,1.0,1.0,0.0
BE,R0,105,8,16,source_style_confirmation,True,base_correct_damage,True,,,
BE,R0,105,8,16,source_style_confirmation,True,fpr,True,,,
BE,R0,105,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
BE,R0,105,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
W0,R0,105,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W0,R0,105,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W0,R0,105,8,16,cross_family_confirmation,True,fpr,True,,,
W0,R0,105,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W0,R0,105,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W1,R0,105,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W1,R0,105,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W1,R0,105,8,16,cross_family_confirmation,True,fpr,True,,,
W1,R0,105,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W1,R0,105,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W01,R0,105,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W01,R0,105,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W01,R0,105,8,16,cross_family_confirmation,True,fpr,True,,,
W01,R0,105,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W01,R0,105,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
BE,R0,105,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
BE,R0,105,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
BE,R0,105,8,16,cross_family_confirmation,True,fpr,True,,,
BE,R0,105,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
BE,R0,105,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W0,R0,105,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W0,R0,105,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W0,R0,105,8,16,cross_family_confirmation,True,fpr,True,,,
W0,R0,105,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W0,R0,105,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W1,R0,105,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W1,R0,105,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W1,R0,105,8,16,cross_family_confirmation,True,fpr,True,,,
W1,R0,105,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W1,R0,105,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W01,R0,105,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W01,R0,105,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W01,R0,105,8,16,cross_family_confirmation,True,fpr,True,,,
W01,R0,105,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W01,R0,105,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
BE,R0,105,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
BE,R0,105,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
BE,R0,105,8,16,cross_family_confirmation,True,fpr,True,,,
BE,R0,105,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
BE,R0,105,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
